OrderNumber;Date;CustomerId
204132;2009-07-10;4000
204133;2009-07-10;8000
204134;2009-07-10;8000
204135;2009-07-10;9000
204136;2009-07-10;9000
204137;2009-07-10;10000
204138;2009-07-11;2000
204139;2009-07-11;2000
204140;2009-07-11;4000
204141;2009-07-11;4000
204142;2009-07-11;5000
204143;2009-07-11;10000
204144;2009-07-11;10000
204145;2009-07-11;11000
204146;2009-07-11;11000
204147;2009-07-11;11000
204148;2009-07-11;12000
204149;2009-07-12;6000
204150;2009-07-13;2000
204151;2009-07-13;8000
204152;2009-07-14;2000
204153;2009-07-14;7000
204154;2009-07-14;9000
204155;2009-07-14;10000
204156;2009-07-15;1000
204157;2009-07-15;4000
204158;2009-07-15;5000
204159;2009-07-15;5000
204160;2009-07-15;9000
204161;2009-07-15;10000
204162;2009-07-15;10000
204163;2009-07-15;12000
204164;2009-07-16;1000
204165;2009-07-16;3000
204166;2009-07-16;5000
204167;2009-07-16;5000
204168;2009-07-16;12000
204169;2009-07-16;12000
204170;2009-07-17;5000
204171;2009-07-17;6000
204172;2009-07-17;6000
204173;2009-07-17;7000
204174;2009-07-17;9000
204175;2009-07-17;10000
204176;2009-07-17;11000
204177;2009-07-18;2000
204178;2009-07-18;4000
204179;2009-07-18;5000
204180;2009-07-18;7000
204181;2009-07-18;9000
204182;2009-07-18;10000
204183;2009-07-19;2000
204184;2009-07-19;4000
204185;2009-07-19;5000
204186;2009-07-19;5000
204187;2009-07-19;6000
204188;2009-07-19;6000
204189;2009-07-19;9000
204190;2009-07-19;10000
204191;2009-07-19;10000
204192;2009-07-20;1000
204193;2009-07-20;1000
204194;2009-07-20;4000
204195;2009-07-20;10000
204196;2009-07-20;12000
204197;2009-07-21;3000
204198;2009-07-21;3000
204199;2009-07-21;4000
204200;2009-07-21;5000
204201;2009-07-21;8000
204202;2009-07-21;10000
204203;2009-07-21;11000
204204;2009-07-22;2000
204205;2009-07-22;3000
204206;2009-07-22;5000
204207;2009-07-22;8000
204208;2009-07-22;8000
204209;2009-07-22;9000
204210;2009-07-22;9000
204211;2009-07-22;9000
204212;2009-07-22;10000
204213;2009-07-22;10000
204214;2009-07-22;12000
204215;2009-07-23;3000
204216;2009-07-23;9000
204217;2009-07-23;9000
204218;2009-07-23;10000
204219;2009-07-23;12000
204220;2009-07-24;1000
204221;2009-07-24;3000
204222;2009-07-24;4000
204223;2009-07-24;10000
204224;2009-07-24;10000
204225;2009-07-26;10000
204226;2009-07-26;12000
204227;2009-07-27;5000
204228;2009-07-27;7000
204229;2009-07-28;5000
204230;2009-07-28;5000
204231;2009-07-28;10000
204232;2009-07-28;10000
204233;2009-07-29;3000
204234;2009-07-29;7000
204235;2009-07-29;7000
204236;2009-07-29;8000
204237;2009-07-29;9000
204238;2009-07-30;2000
204239;2009-07-30;3000
204240;2009-07-30;10000
204241;2009-07-30;11000
204242;2009-07-30;12000
204243;2009-07-31;6000
204244;2009-08-01;3000
204245;2009-08-01;3000
204246;2009-08-01;3000
204247;2009-08-01;3000
204248;2009-08-01;5000
204249;2009-08-01;8000
204250;2009-08-01;10000
204251;2009-08-01;11000
204252;2009-08-02;3000
204253;2009-08-02;4000
204254;2009-08-02;5000
204255;2009-08-02;5000
204256;2009-08-02;6000
204257;2009-08-02;7000
204258;2009-08-02;8000
204259;2009-08-02;9000
204260;2009-08-02;10000
204261;2009-08-02;11000
204262;2009-08-02;11000
204263;2009-08-03;11000
204264;2009-08-04;2000
204265;2009-08-04;4000
204266;2009-08-05;3000
204267;2009-08-05;11000
204268;2009-08-06;4000
204269;2009-08-06;8000
204270;2009-08-07;10000
204271;2009-08-08;10000
204272;2009-08-08;10000
204273;2009-08-09;4000
204274;2009-08-09;9000
204275;2009-08-09;11000
204276;2009-08-10;2000
204277;2009-08-10;4000
204278;2009-08-10;4000
204279;2009-08-10;6000
204280;2009-08-10;6000
204281;2009-08-10;10000
204282;2009-08-10;10000
204283;2009-08-11;6000
204284;2009-08-12;5000
204285;2009-08-12;8000
204286;2009-08-13;4000
204287;2009-08-13;7000
204288;2009-08-13;8000
204289;2009-08-13;10000
204290;2009-08-14;4000
204291;2009-08-14;4000
204292;2009-08-14;5000
204293;2009-08-14;12000
204294;2009-08-15;2000
204295;2009-08-15;4000
204296;2009-08-15;5000
204297;2009-08-15;5000
204298;2009-08-15;8000
204299;2009-08-15;10000
204300;2009-08-15;11000
204301;2009-08-16;4000
204302;2009-08-16;5000
204303;2009-08-17;1000
204304;2009-08-18;4000
204305;2009-08-18;8000
204306;2009-08-18;10000
204307;2009-08-19;4000
204308;2009-08-19;5000
204309;2009-08-19;5000
204310;2009-08-19;10000
204311;2009-08-19;12000
204312;2009-08-20;2000
204313;2009-08-21;8000
204314;2009-08-21;12000
204315;2009-08-22;2000
204316;2009-08-22;3000
204317;2009-08-22;9000
204318;2009-08-22;10000
204319;2009-08-22;11000
204320;2009-08-23;1000
204321;2009-08-23;2000
204322;2009-08-23;8000
204323;2009-08-23;8000
204324;2009-08-24;2000
204325;2009-08-24;5000
204326;2009-08-25;5000
204327;2009-08-25;5000
204328;2009-08-26;4000
204329;2009-08-26;4000
204330;2009-08-26;5000
204331;2009-08-26;11000
204332;2009-08-26;11000
204333;2009-08-26;12000
204334;2009-08-27;2000
204335;2009-08-27;3000
204336;2009-08-27;10000
204337;2009-08-27;10000
204338;2009-08-27;10000
204339;2009-08-28;2000
204340;2009-08-28;5000
204341;2009-08-28;8000
204342;2009-08-28;10000
204343;2009-08-28;11000
204344;2009-08-28;12000
204345;2009-08-29;3000
204346;2009-08-29;7000
204347;2009-08-29;10000
204348;2009-08-29;10000
204349;2009-08-30;1000
204350;2009-08-30;10000
204351;2009-08-30;10000
204352;2009-08-30;12000
204353;2009-08-31;6000
204354;2009-08-31;8000
204355;2009-08-31;8000
204356;2009-08-31;9000
204357;2009-08-31;10000
204358;2009-09-01;6000
204359;2009-09-01;11000
204360;2009-09-01;11000
204361;2009-09-02;2000
204362;2009-09-02;5000
204363;2009-09-02;5000
204364;2009-09-02;6000
204365;2009-09-02;10000
204366;2009-09-02;11000
204367;2009-09-04;2000
204368;2009-09-04;3000
204369;2009-09-04;4000
204370;2009-09-04;7000
204371;2009-09-05;1000
204372;2009-09-05;2000
204373;2009-09-05;3000
204374;2009-09-05;10000
204375;2009-09-05;10000
204376;2009-09-05;12000
204377;2009-09-06;3000
204378;2009-09-06;10000
204379;2009-09-06;11000
204380;2009-09-06;11000
204381;2009-09-07;3000
204382;2009-09-07;5000
204383;2009-09-08;2000
204384;2009-09-08;3000
204385;2009-09-08;5000
204386;2009-09-08;8000
204387;2009-09-09;2000
204388;2009-09-09;6000
204389;2009-09-10;4000
204390;2009-09-10;4000
204391;2009-09-10;4000
204392;2009-09-10;9000
204393;2009-09-11;1000
204394;2009-09-11;2000
204395;2009-09-11;2000
204396;2009-09-11;5000
204397;2009-09-11;9000
204398;2009-09-11;9000
204399;2009-09-11;10000
204400;2009-09-11;11000
204401;2009-09-12;10000
204402;2009-09-12;11000
204403;2009-09-12;12000
204404;2009-09-13;1000
204405;2009-09-13;2000
204406;2009-09-13;9000
204407;2009-09-14;5000
204408;2009-09-14;6000
204409;2009-09-14;11000
204410;2009-09-14;11000
204411;2009-09-15;3000
204412;2009-09-15;5000
204413;2009-09-15;11000
204414;2009-09-15;12000
204415;2009-09-16;1000
204416;2009-09-16;5000
204417;2009-09-16;6000
204418;2009-09-16;12000
204419;2009-09-17;3000
204420;2009-09-17;5000
204421;2009-09-17;10000
204422;2009-09-17;11000
204423;2009-09-18;4000
204424;2009-09-18;5000
204425;2009-09-18;5000
204426;2009-09-19;2000
204427;2009-09-19;2000
204428;2009-09-19;4000
204429;2009-09-19;5000
204430;2009-09-19;5000
204431;2009-09-19;7000
204432;2009-09-20;1000
204433;2009-09-20;2000
204434;2009-09-20;8000
204435;2009-09-20;9000
204436;2009-09-20;10000
204437;2009-09-20;10000
204438;2009-09-20;11000
204439;2009-09-21;8000
204440;2009-09-21;12000
204441;2009-09-22;5000
204442;2009-09-22;5000
204443;2009-09-22;10000
204444;2009-09-23;1000
204445;2009-09-23;3000
204446;2009-09-23;6000
204447;2009-09-23;7000
204448;2009-09-23;8000
204449;2009-09-23;8000
204450;2009-09-23;9000
204451;2009-09-23;9000
204452;2009-09-24;5000
204453;2009-09-24;5000
204454;2009-09-24;7000
204455;2009-09-24;8000
204456;2009-09-24;9000
204457;2009-09-24;11000
204458;2009-09-25;5000
204459;2009-09-25;10000
204460;2009-09-26;4000
204461;2009-09-26;6000
204462;2009-09-26;11000
204463;2009-09-28;3000
204464;2009-09-29;3000
204465;2009-09-29;3000
204466;2009-09-29;4000
204467;2009-09-29;10000
204468;2009-09-29;11000
204469;2009-09-30;1000
204470;2009-09-30;2000
204471;2009-09-30;10000
204472;2009-09-30;10000
204473;2009-09-30;10000
204474;2009-09-30;12000
204475;2009-10-01;1000
204476;2009-10-01;9000
204477;2009-10-01;10000
204478;2009-10-01;10000
204479;2009-10-02;8000
204480;2009-10-02;8000
204481;2009-10-02;11000
204482;2009-10-03;1000
204483;2009-10-03;8000
204484;2009-10-03;9000
204485;2009-10-03;10000
204486;2009-10-03;12000
204487;2009-10-05;3000
204488;2009-10-05;9000
204489;2009-10-06;1000
204490;2009-10-06;3000
204491;2009-10-06;4000
204492;2009-10-06;6000
204493;2009-10-09;6000
204494;2009-10-09;6000
204495;2009-10-09;9000
204496;2009-10-09;11000
204497;2009-10-10;1000
204498;2009-10-10;10000
204499;2009-10-11;10000
204500;2009-10-11;11000
204501;2009-10-11;12000
204502;2009-10-11;12000
204503;2009-10-12;2000
204504;2009-10-12;3000
204505;2009-10-12;6000
204506;2009-10-12;12000
204507;2009-10-13;2000
204508;2009-10-13;10000
204509;2009-10-15;1000
204510;2009-10-15;4000
204511;2009-10-15;8000
204512;2009-10-15;10000
204513;2009-10-16;2000
204514;2009-10-16;8000
204515;2009-10-16;10000
204516;2009-10-17;1000
204517;2009-10-17;10000
204518;2009-10-18;4000
204519;2009-10-18;5000
204520;2009-10-18;6000
204521;2009-10-18;10000
204522;2009-10-19;9000
204523;2009-10-20;5000
204524;2009-10-21;7000
204525;2009-10-22;5000
204526;2009-10-23;7000
204527;2009-10-24;9000
204528;2009-10-24;12000
204529;2009-10-25;2000
204530;2009-10-25;4000
204531;2009-10-25;4000
204532;2009-10-26;10000
204533;2009-10-26;10000
204534;2009-10-27;1000
204535;2009-10-27;3000
204536;2009-10-27;10000
204537;2009-10-28;7000
204538;2009-10-29;7000
204539;2009-10-30;2000
204540;2009-10-30;4000
204541;2009-10-30;4000
204542;2009-10-30;10000
204543;2009-10-30;11000
204544;2009-10-31;3000
204545;2009-10-31;5000
204546;2009-11-01;6000
204547;2009-11-03;1000
204548;2009-11-06;1000
204549;2009-11-06;4000
204550;2009-11-06;6000
204551;2009-11-06;11000
204552;2009-11-07;8000
204553;2009-11-07;10000
204554;2009-11-10;8000
204555;2009-11-11;10000
204556;2009-11-12;4000
204557;2009-11-13;8000
204558;2009-11-13;8000
204559;2009-11-13;10000
204560;2009-11-14;9000
204561;2009-11-15;5000
204562;2009-11-16;5000
204563;2009-11-16;5000
204564;2009-11-16;11000
204565;2009-11-16;11000
204566;2009-11-18;1000
204567;2009-11-19;8000
204568;2009-11-20;3000
204569;2009-11-20;3000
204570;2009-11-20;10000
204571;2009-11-20;12000
204572;2009-11-22;2000
204573;2009-11-23;10000
204574;2009-11-23;10000
204575;2009-11-24;4000
204576;2009-11-25;4000
204577;2009-11-25;8000
204578;2009-11-25;9000
204579;2009-11-26;2000
204580;2009-11-26;6000
204581;2009-11-26;10000
204582;2009-11-26;11000
204583;2009-11-27;5000
204584;2009-11-27;5000
204585;2009-11-27;5000
204586;2009-11-27;6000
204587;2009-11-27;8000
204588;2009-11-27;11000
204589;2009-11-28;11000
204590;2009-11-29;2000
204591;2009-11-29;10000
204592;2009-11-30;3000
204593;2009-11-30;10000
204594;2009-11-30;10000
204595;2009-12-01;9000
204596;2009-12-01;9000
204597;2009-12-02;3000
204598;2009-12-02;10000
204599;2009-12-02;10000
204600;2009-12-02;12000
204601;2009-12-04;10000
204602;2009-12-05;2000
204603;2009-12-07;11000
204604;2009-12-08;9000
204605;2009-12-11;11000
204606;2009-12-12;6000
204607;2009-12-12;8000
204608;2009-12-15;4000
204609;2009-12-16;11000
204610;2009-12-19;2000
204611;2009-12-19;5000
204612;2009-12-20;5000
204613;2009-12-21;2000
204614;2009-12-21;4000
204615;2009-12-21;6000
204616;2009-12-21;9000
204617;2009-12-22;2000
204618;2009-12-22;10000
204619;2009-12-23;3000
204620;2009-12-23;8000
204621;2009-12-23;10000
204622;2009-12-25;10000
204623;2009-12-27;9000
204624;2009-12-27;10000
204625;2009-12-28;4000
204626;2009-12-28;4000
204627;2009-12-28;5000
204628;2009-12-29;7000
204629;2009-12-30;1000
204630;2009-12-31;6000
204631;2009-12-31;9000
204632;2009-12-31;10000
204633;2009-12-31;10000
204634;2010-01-01;5000
204635;2010-01-01;6000
204636;2010-01-01;11000
204637;2010-01-02;3000
204638;2010-01-03;5000
204639;2010-01-07;5000
204640;2010-01-08;4000
204641;2010-01-09;3000
204642;2010-01-11;8000
204643;2010-01-11;8000
204644;2010-01-12;6000
204645;2010-01-12;7000
204646;2010-01-12;10000
204647;2010-01-14;4000
204648;2010-01-14;5000
204649;2010-01-15;1000
204650;2010-01-15;3000
204651;2010-01-15;10000
204652;2010-01-16;12000
204653;2010-01-17;3000
204654;2010-01-17;8000
204655;2010-01-17;10000
204656;2010-01-17;12000
204657;2010-01-18;4000
204658;2010-01-19;3000
204659;2010-01-20;2000
204660;2010-01-20;10000
204661;2010-01-20;10000
204662;2010-01-21;2000
204663;2010-01-22;5000
204664;2010-01-23;10000
204665;2010-01-24;10000
204666;2010-01-25;1000
204667;2010-01-28;4000
204668;2010-01-28;8000
204669;2010-01-29;5000
204670;2010-01-30;3000
204671;2010-01-30;5000
204672;2010-01-30;10000
204673;2010-01-31;8000
204674;2010-01-31;12000
204675;2010-02-01;2000
204676;2010-02-01;10000
204677;2010-02-02;2000
204678;2010-02-02;3000
204679;2010-02-02;4000
204680;2010-02-02;10000
204681;2010-02-02;12000
204682;2010-02-05;4000
204683;2010-02-05;6000
204684;2010-02-05;10000
204685;2010-02-06;3000
204686;2010-02-06;3000
204687;2010-02-08;5000
204688;2010-02-08;12000
204689;2010-02-08;12000
204690;2010-02-09;10000
204691;2010-02-11;8000
204692;2010-02-12;5000
204693;2010-02-12;5000
204694;2010-02-12;7000
204695;2010-02-13;2000
204696;2010-02-13;5000
204697;2010-02-13;9000
204698;2010-02-14;7000
204699;2010-02-14;10000
204700;2010-02-16;1000
204701;2010-02-17;5000
204702;2010-02-18;4000
204703;2010-02-19;5000
204704;2010-02-19;10000
204705;2010-02-19;10000
204706;2010-02-21;7000
204707;2010-02-22;2000
204708;2010-02-22;7000
204709;2010-02-22;11000
204710;2010-02-23;5000
204711;2010-02-23;11000
204712;2010-02-24;10000
204713;2010-02-25;10000
204714;2010-02-25;12000
204715;2010-02-27;4000
204716;2010-02-27;9000
204717;2010-02-28;4000
204718;2010-02-28;5000
204719;2010-03-01;3000
204720;2010-03-01;5000
204721;2010-03-01;10000
204722;2010-03-02;1000
204723;2010-03-02;6000
204724;2010-03-02;9000
204725;2010-03-02;10000
204726;2010-03-04;3000
204727;2010-03-04;9000
204728;2010-03-04;10000
204729;2010-03-04;10000
204730;2010-03-04;11000
204731;2010-03-05;5000
204732;2010-03-05;5000
204733;2010-03-05;6000
204734;2010-03-05;10000
204735;2010-03-06;3000
204736;2010-03-06;3000
204737;2010-03-06;5000
204738;2010-03-06;9000
204739;2010-03-06;12000
204740;2010-03-07;4000
204741;2010-03-08;5000
204742;2010-03-09;4000
204743;2010-03-09;4000
204744;2010-03-09;4000
204745;2010-03-09;5000
204746;2010-03-09;7000
204747;2010-03-09;10000
204748;2010-03-10;2000
204749;2010-03-10;9000
204750;2010-03-11;5000
204751;2010-03-12;10000
204752;2010-03-13;9000
204753;2010-03-13;10000
204754;2010-03-13;12000
204755;2010-03-14;5000
204756;2010-03-14;7000
204757;2010-03-14;10000
204758;2010-03-15;5000
204759;2010-03-15;10000
204760;2010-03-15;11000
204761;2010-03-16;5000
204762;2010-03-16;5000
204763;2010-03-17;4000
204764;2010-03-17;8000
204765;2010-03-17;10000
204766;2010-03-17;10000
204767;2010-03-18;1000
204768;2010-03-18;8000
204769;2010-03-18;10000
204770;2010-03-19;4000
204771;2010-03-19;10000
204772;2010-03-19;12000
204773;2010-03-20;1000
204774;2010-03-20;4000
204775;2010-03-20;10000
204776;2010-03-21;8000
204777;2010-03-21;10000
204778;2010-03-22;2000
204779;2010-03-22;3000
204780;2010-03-22;10000
204781;2010-03-23;3000
204782;2010-03-23;5000
204783;2010-03-23;12000
204784;2010-03-23;12000
204785;2010-03-24;5000
204786;2010-03-24;6000
204787;2010-03-24;8000
204788;2010-03-25;5000
204789;2010-03-25;8000
204790;2010-03-25;10000
204791;2010-03-26;4000
204792;2010-03-26;10000
204793;2010-03-27;6000
204794;2010-03-27;10000
204795;2010-03-27;11000
204796;2010-03-28;10000
204797;2010-03-29;8000
204798;2010-03-29;11000
204799;2010-03-30;2000
204800;2010-03-30;3000
204801;2010-03-30;8000
204802;2010-03-30;9000
204803;2010-03-30;12000
204804;2010-03-31;5000
204805;2010-03-31;5000
204806;2010-03-31;5000
204807;2010-03-31;9000
204808;2010-03-31;11000
204809;2010-03-31;12000
204810;2010-04-01;5000
204811;2010-04-01;5000
204812;2010-04-01;5000
204813;2010-04-01;7000
204814;2010-04-01;10000
204815;2010-04-01;10000
204816;2010-04-01;11000
204817;2010-04-01;11000
204818;2010-04-02;1000
204819;2010-04-02;5000
204820;2010-04-02;6000
204821;2010-04-02;6000
204822;2010-04-02;7000
204823;2010-04-02;9000
204824;2010-04-02;10000
204825;2010-04-03;2000
204826;2010-04-03;2000
204827;2010-04-03;3000
204828;2010-04-03;5000
204829;2010-04-03;5000
204830;2010-04-03;9000
204831;2010-04-03;9000
204832;2010-04-03;10000
204833;2010-04-03;10000
204834;2010-04-03;10000
204835;2010-04-04;4000
204836;2010-04-04;4000
204837;2010-04-04;5000
204838;2010-04-04;9000
204839;2010-04-04;12000
204840;2010-04-05;1000
204841;2010-04-05;5000
204842;2010-04-05;7000
204843;2010-04-06;4000
204844;2010-04-06;6000
204845;2010-04-06;8000
204846;2010-04-06;10000
204847;2010-04-06;12000
204848;2010-04-07;3000
204849;2010-04-07;6000
204850;2010-04-07;6000
204851;2010-04-07;7000
204852;2010-04-07;7000
204853;2010-04-07;12000
204854;2010-04-08;3000
204855;2010-04-08;5000
204856;2010-04-08;5000
204857;2010-04-08;5000
204858;2010-04-08;10000
204859;2010-04-08;10000
204860;2010-04-09;2000
204861;2010-04-09;5000
204862;2010-04-09;9000
204863;2010-04-10;1000
204864;2010-04-10;2000
204865;2010-04-10;3000
204866;2010-04-10;3000
204867;2010-04-10;9000
204868;2010-04-10;10000
204869;2010-04-10;10000
204870;2010-04-10;11000
204871;2010-04-10;12000
204872;2010-04-10;12000
204873;2010-04-11;2000
204874;2010-04-11;2000
204875;2010-04-11;2000
204876;2010-04-11;3000
204877;2010-04-11;4000
204878;2010-04-11;6000
204879;2010-04-11;10000
204880;2010-04-11;12000
204881;2010-04-12;5000
204882;2010-04-12;6000
204883;2010-04-12;8000
204884;2010-04-12;10000
204885;2010-04-12;10000
204886;2010-04-12;10000
204887;2010-04-12;11000
204888;2010-04-13;1000
204889;2010-04-13;1000
204890;2010-04-13;4000
204891;2010-04-13;5000
204892;2010-04-13;8000
204893;2010-04-13;10000
204894;2010-04-13;11000
204895;2010-04-13;12000
204896;2010-04-14;2000
204897;2010-04-14;3000
204898;2010-04-14;5000
204899;2010-04-14;6000
204900;2010-04-14;6000
204901;2010-04-14;8000
204902;2010-04-14;11000
204903;2010-04-14;12000
204904;2010-04-14;12000
204905;2010-04-15;1000
204906;2010-04-15;2000
204907;2010-04-15;5000
204908;2010-04-15;5000
204909;2010-04-15;8000
204910;2010-04-15;8000
204911;2010-04-16;1000
204912;2010-04-16;2000
204913;2010-04-16;4000
204914;2010-04-16;5000
204915;2010-04-16;5000
204916;2010-04-16;5000
204917;2010-04-16;6000
204918;2010-04-16;6000
204919;2010-04-16;8000
204920;2010-04-16;10000
204921;2010-04-16;10000
204922;2010-04-16;11000
204923;2010-04-17;6000
204924;2010-04-17;7000
204925;2010-04-18;3000
204926;2010-04-18;4000
204927;2010-04-18;6000
204928;2010-04-18;8000
204929;2010-04-19;3000
204930;2010-04-19;10000
204931;2010-04-19;12000
204932;2010-04-20;1000
204933;2010-04-20;2000
204934;2010-04-20;3000
204935;2010-04-20;3000
204936;2010-04-20;3000
204937;2010-04-21;1000
204938;2010-04-21;2000
204939;2010-04-21;2000
204940;2010-04-21;5000
204941;2010-04-22;3000
204942;2010-04-22;6000
204943;2010-04-22;8000
204944;2010-04-23;1000
204945;2010-04-23;1000
204946;2010-04-23;2000
204947;2010-04-23;5000
204948;2010-04-23;6000
204949;2010-04-23;8000
204950;2010-04-23;9000
204951;2010-04-23;10000
204952;2010-04-23;10000
204953;2010-04-23;11000
204954;2010-04-23;11000
204955;2010-04-24;2000
204956;2010-04-24;4000
204957;2010-04-24;5000
204958;2010-04-24;10000
204959;2010-04-24;11000
204960;2010-04-24;11000
204961;2010-04-24;12000
204962;2010-04-25;2000
204963;2010-04-25;3000
204964;2010-04-25;5000
204965;2010-04-25;10000
204966;2010-04-25;11000
204967;2010-04-25;11000
204968;2010-04-26;4000
204969;2010-04-26;4000
204970;2010-04-26;5000
204971;2010-04-26;6000
204972;2010-04-26;9000
204973;2010-04-26;9000
204974;2010-04-26;10000
204975;2010-04-27;1000
204976;2010-04-27;3000
204977;2010-04-27;4000
204978;2010-04-27;5000
204979;2010-04-27;6000
204980;2010-04-27;9000
204981;2010-04-27;9000
204982;2010-04-27;10000
204983;2010-04-27;11000
204984;2010-04-28;2000
204985;2010-04-28;4000
204986;2010-04-28;10000
204987;2010-04-28;12000
204988;2010-04-29;4000
204989;2010-04-29;5000
204990;2010-04-29;8000
204991;2010-04-29;10000
204992;2010-04-29;11000
204993;2010-04-29;11000
204994;2010-04-30;2000
204995;2010-04-30;3000
204996;2010-04-30;5000
204997;2010-04-30;8000
204998;2010-04-30;10000
204999;2010-05-01;2000
205000;2010-05-01;5000
205001;2010-05-01;5000
205002;2010-05-01;10000
205003;2010-05-01;10000
205004;2010-05-01;12000
205005;2010-05-01;12000
205006;2010-05-02;1000
205007;2010-05-02;5000
205008;2010-05-02;6000
205009;2010-05-02;12000
205010;2010-05-03;1000
205011;2010-05-03;2000
205012;2010-05-03;2000
205013;2010-05-03;3000
205014;2010-05-03;3000
205015;2010-05-03;3000
205016;2010-05-03;5000
205017;2010-05-03;6000
205018;2010-05-03;7000
205019;2010-05-03;8000
205020;2010-05-03;8000
205021;2010-05-03;10000
205022;2010-05-03;12000
205023;2010-05-04;1000
205024;2010-05-04;1000
205025;2010-05-04;3000
205026;2010-05-04;4000
205027;2010-05-04;5000
205028;2010-05-04;5000
205029;2010-05-04;5000
205030;2010-05-04;5000
205031;2010-05-04;5000
205032;2010-05-04;6000
205033;2010-05-04;9000
205034;2010-05-04;10000
205035;2010-05-04;10000
205036;2010-05-04;11000
205037;2010-05-04;12000
205038;2010-05-05;1000
205039;2010-05-05;2000
205040;2010-05-05;3000
205041;2010-05-05;3000
205042;2010-05-05;4000
205043;2010-05-05;8000
205044;2010-05-05;8000
205045;2010-05-05;9000
205046;2010-05-05;10000
205047;2010-05-06;1000
205048;2010-05-06;2000
205049;2010-05-06;4000
205050;2010-05-06;9000
205051;2010-05-06;10000
205052;2010-05-06;10000
205053;2010-05-06;10000
205054;2010-05-06;10000
205055;2010-05-06;10000
205056;2010-05-06;10000
205057;2010-05-06;11000
205058;2010-05-06;11000
205059;2010-05-07;2000
205060;2010-05-07;3000
205061;2010-05-07;4000
205062;2010-05-07;5000
205063;2010-05-07;5000
205064;2010-05-07;8000
205065;2010-05-07;10000
205066;2010-05-07;12000
205067;2010-05-08;2000
205068;2010-05-08;5000
205069;2010-05-08;5000
205070;2010-05-08;6000
205071;2010-05-08;6000
205072;2010-05-08;7000
205073;2010-05-08;10000
205074;2010-05-08;10000
205075;2010-05-08;10000
205076;2010-05-09;1000
205077;2010-05-09;2000
205078;2010-05-09;3000
205079;2010-05-09;5000
205080;2010-05-09;5000
205081;2010-05-09;6000
205082;2010-05-09;8000
205083;2010-05-09;8000
205084;2010-05-09;9000
205085;2010-05-09;12000
205086;2010-05-10;2000
205087;2010-05-10;3000
205088;2010-05-10;6000
205089;2010-05-10;10000
205090;2010-05-10;10000
205091;2010-05-10;11000
205092;2010-05-11;1000
205093;2010-05-11;2000
205094;2010-05-11;5000
205095;2010-05-11;5000
205096;2010-05-11;10000
205097;2010-05-12;2000
205098;2010-05-12;3000
205099;2010-05-12;5000
205100;2010-05-12;5000
205101;2010-05-12;6000
205102;2010-05-12;6000
205103;2010-05-12;8000
205104;2010-05-12;9000
205105;2010-05-12;10000
205106;2010-05-12;10000
205107;2010-05-12;12000
205108;2010-05-12;12000
205109;2010-05-13;2000
205110;2010-05-13;2000
205111;2010-05-13;3000
205112;2010-05-13;4000
205113;2010-05-13;5000
205114;2010-05-13;6000
205115;2010-05-13;8000
205116;2010-05-13;9000
205117;2010-05-13;10000
205118;2010-05-13;10000
205119;2010-05-13;10000
205120;2010-05-13;10000
205121;2010-05-13;11000
205122;2010-05-14;1000
205123;2010-05-14;3000
205124;2010-05-14;5000
205125;2010-05-14;7000
205126;2010-05-14;9000
205127;2010-05-14;10000
205128;2010-05-14;12000
205129;2010-05-14;12000
205130;2010-05-15;1000
205131;2010-05-15;3000
205132;2010-05-15;3000
205133;2010-05-15;5000
205134;2010-05-15;11000
205135;2010-05-15;12000
205136;2010-05-16;1000
205137;2010-05-16;1000
205138;2010-05-16;2000
205139;2010-05-16;5000
205140;2010-05-16;5000
205141;2010-05-16;8000
205142;2010-05-16;9000
205143;2010-05-16;11000
205144;2010-05-16;12000
205145;2010-05-17;1000
205146;2010-05-17;4000
205147;2010-05-18;5000
205148;2010-05-18;5000
205149;2010-05-18;6000
205150;2010-05-18;12000
205151;2010-05-19;2000
205152;2010-05-19;3000
205153;2010-05-19;3000
205154;2010-05-19;4000
205155;2010-05-19;5000
205156;2010-05-19;7000
205157;2010-05-19;9000
205158;2010-05-19;10000
205159;2010-05-19;12000
205160;2010-05-20;1000
205161;2010-05-20;5000
205162;2010-05-20;8000
205163;2010-05-20;10000
205164;2010-05-20;10000
205165;2010-05-20;10000
205166;2010-05-21;2000
205167;2010-05-21;2000
205168;2010-05-21;4000
205169;2010-05-21;5000
205170;2010-05-21;5000
205171;2010-05-21;10000
205172;2010-05-21;10000
205173;2010-05-21;10000
205174;2010-05-22;3000
205175;2010-05-22;5000
205176;2010-05-22;5000
205177;2010-05-22;6000
205178;2010-05-22;6000
205179;2010-05-22;10000
205180;2010-05-22;12000
205181;2010-05-23;4000
205182;2010-05-23;6000
205183;2010-05-23;9000
205184;2010-05-23;10000
205185;2010-05-23;11000
205186;2010-05-23;11000
205187;2010-05-23;11000
205188;2010-05-23;12000
205189;2010-05-24;2000
205190;2010-05-24;5000
205191;2010-05-24;5000
205192;2010-05-24;6000
205193;2010-05-24;7000
205194;2010-05-24;8000
205195;2010-05-24;8000
205196;2010-05-24;9000
205197;2010-05-24;10000
205198;2010-05-24;10000
205199;2010-05-25;1000
205200;2010-05-25;2000
205201;2010-05-25;3000
205202;2010-05-25;5000
205203;2010-05-25;6000
205204;2010-05-25;6000
205205;2010-05-25;7000
205206;2010-05-25;9000
