SALESORDERID,SALESORDERITEM,PRODUCTID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000140,50,HB-1176,USD,1199,1049.125,149.875,5,EA,20181023
500000140,60,HB-1176,USD,1199,1049.125,149.875,7,EA,20181023
500000140,70,HB-1171,USD,699,611.625,87.375,2,EA,20181023
500000140,80,EB-1133,USD,2250,1968.75,281.25,7,EA,20181023
500000141,10,HB-1175,USD,899,786.625,112.375,6,EA,20181017
500000141,20,HB-1175,USD,899,786.625,112.375,9,EA,20181017
500000141,30,HB-1174,USD,379,331.625,47.375,2,EA,20181017
500000141,40,BX-1014,USD,799,699.125,99.875,2,EA,20181017
500000141,50,RO-1002,USD,689,602.875,86.125,10,EA,20181017
500000141,60,CB-1161,USD,399,349.125,49.875,6,EA,20181017
500000141,70,DB-1082,USD,1250,1093.75,156.25,4,EA,20181017
500000141,80,BX-1014,USD,799,699.125,99.875,7,EA,20181017
500000141,90,HB-1175,USD,899,786.625,112.375,9,EA,20181017
500000141,100,MB-1031,USD,649,567.875,81.125,6,EA,20181017
500000142,10,MB-1034,USD,2499,2186.625,312.375,6,EA,20181015
500000142,20,EB-1132,USD,1900,1662.5,237.5,9,EA,20181015
500000142,30,BX-1013,USD,449,392.875,56.125,4,EA,20181015
500000143,10,RO-1001,USD,525,459.375,65.625,6,EA,20181103
500000143,20,RC-1054,USD,5499,4811.625,687.375,3,EA,20181103
500000143,30,HB-1174,USD,379,331.625,47.375,4,EA,20181103
500000143,40,HB-1171,USD,699,611.625,87.375,1,EA,20181103
500000144,10,CB-1161,USD,399,349.125,49.875,9,EA,20181026
500000144,20,RC-1051,USD,2499,2186.625,312.375,9,EA,20181026
500000144,30,DB-1081,USD,1499,1311.625,187.375,7,EA,20181026
500000144,40,EB-1135,USD,3000,2625.0,375.0,3,EA,20181026
500000144,50,RC-1053,USD,4599,4024.125,574.875,1,EA,20181026
500000144,60,MB-1032,USD,1299,1136.625,162.375,8,EA,20181026
500000145,10,HB-1174,USD,379,331.625,47.375,7,EA,20181013
500000145,20,HB-1174,USD,379,331.625,47.375,5,EA,20181013
500000145,30,MB-1033,USD,3999,3499.125,499.875,9,EA,20181013
500000146,10,MB-1033,USD,3999,3499.125,499.875,6,EA,20181023
500000146,20,RC-1051,USD,2499,2186.625,312.375,6,EA,20181023
500000146,30,CB-1163,USD,288,252.0,36.0,10,EA,20181023
500000146,40,RC-1055,USD,1999,1749.125,249.875,10,EA,20181023
500000146,50,EB-1134,USD,4800,4200.0,600.0,4,EA,20181023
500000146,60,BX-1015,USD,299,261.625,37.375,5,EA,20181023
500000146,70,CC-1021,USD,1144,1001.0,143.0,6,EA,20181023
500000146,80,BX-1014,USD,799,699.125,99.875,1,EA,20181023
500000147,10,EB-1137,USD,7900,6912.5,987.5,2,EA,20181010
500000147,20,MB-1032,USD,1299,1136.625,162.375,3,EA,20181010
500000147,30,RC-1055,USD,1999,1749.125,249.875,1,EA,20181010
500000147,40,CB-1162,USD,400,350.0,50.0,2,EA,20181010
500000147,50,EB-1131,USD,1500,1312.5,187.5,5,EA,20181010
500000147,60,RC-1053,USD,4599,4024.125,574.875,3,EA,20181010
500000147,70,DB-1082,USD,1250,1093.75,156.25,1,EA,20181010
500000148,10,BX-1015,USD,299,261.625,37.375,9,EA,20181013
500000148,20,RC-1051,USD,2499,2186.625,312.375,8,EA,20181013
500000148,30,MB-1034,USD,2499,2186.625,312.375,2,EA,20181013
500000148,40,BX-1015,USD,299,261.625,37.375,2,EA,20181013
500000148,50,EB-1135,USD,3000,2625.0,375.0,9,EA,20181013
500000148,60,EB-1137,USD,7900,6912.5,987.5,5,EA,20181013
500000148,70,MB-1031,USD,649,567.875,81.125,7,EA,20181013
500000148,80,DB-1083,USD,1199,1049.125,149.875,8,EA,20181013
500000148,90,BX-1013,USD,449,392.875,56.125,2,EA,20181013
500000149,10,EB-1131,USD,1500,1312.5,187.5,9,EA,20181020
500000149,20,EB-1132,USD,1900,1662.5,237.5,2,EA,20181020
500000149,30,CB-1161,USD,399,349.125,49.875,9,EA,20181020
500000149,40,MB-1033,USD,3999,3499.125,499.875,4,EA,20181020
500000149,50,CC-1022,USD,1200,1050.0,150.0,9,EA,20181020
500000149,60,EB-1136,USD,5000,4375.0,625.0,3,EA,20181020
500000150,10,HB-1175,USD,899,786.625,112.375,4,EA,20181113
500000150,20,RO-1001,USD,525,459.375,65.625,10,EA,20181113
500000150,30,RC-1055,USD,1999,1749.125,249.875,1,EA,20181113
500000150,40,BX-1015,USD,299,261.625,37.375,9,EA,20181113
500000150,50,BX-1015,USD,299,261.625,37.375,2,EA,20181113
500000150,60,CB-1163,USD,288,252.0,36.0,9,EA,20181113
500000150,70,RO-1001,USD,525,459.375,65.625,9,EA,20181113
500000150,80,DB-1082,USD,1250,1093.75,156.25,9,EA,20181113
500000150,90,MB-1033,USD,3999,3499.125,499.875,10,EA,20181113
500000151,10,RO-1003,USD,721,630.875,90.125,4,EA,20181031
500000151,20,DB-1083,USD,1199,1049.125,149.875,10,EA,20181031
500000152,10,CC-1023,USD,1361,1190.875,170.125,10,EA,20181108
500000152,20,HB-1175,USD,899,786.625,112.375,7,EA,20181108
500000152,30,BX-1013,USD,449,392.875,56.125,6,EA,20181108
500000152,40,MB-1032,USD,1299,1136.625,162.375,5,EA,20181108
500000152,50,RO-1001,USD,525,459.375,65.625,10,EA,20181108
500000152,60,MB-1031,USD,649,567.875,81.125,7,EA,20181108
500000152,70,CB-1162,USD,400,350.0,50.0,2,EA,20181108
500000152,80,EB-1131,USD,1500,1312.5,187.5,7,EA,20181108
500000152,90,CC-1023,USD,1361,1190.875,170.125,9,EA,20181108
500000152,100,RC-1055,USD,1999,1749.125,249.875,1,EA,20181108
500000153,10,CC-1023,USD,1361,1190.875,170.125,7,EA,20181106
500000153,20,EB-1132,USD,1900,1662.5,237.5,10,EA,20181106
500000153,30,MB-1034,USD,2499,2186.625,312.375,3,EA,20181106
500000153,40,HB-1172,USD,799,699.125,99.875,8,EA,20181106
500000153,50,HB-1171,USD,699,611.625,87.375,9,EA,20181106
500000153,60,CC-1021,USD,1144,1001.0,143.0,6,EA,20181106
500000153,70,DB-1081,USD,1499,1311.625,187.375,4,EA,20181106
500000153,80,EB-1135,USD,3000,2625.0,375.0,2,EA,20181106
500000153,90,BX-1011,USD,249,217.875,31.125,2,EA,20181106
500000153,100,CB-1162,USD,400,350.0,50.0,3,EA,20181106
500000154,10,BX-1011,USD,249,217.875,31.125,1,EA,20181028
500000154,20,RC-1057,USD,4999,4374.125,624.875,10,EA,20181028
500000154,30,BX-1013,USD,449,392.875,56.125,10,EA,20181028
500000154,40,DB-1081,USD,1499,1311.625,187.375,1,EA,20181028
500000154,50,EB-1137,USD,7900,6912.5,987.5,1,EA,20181028
500000154,60,BX-1014,USD,799,699.125,99.875,10,EA,20181028
500000154,70,MB-1034,USD,2499,2186.625,312.375,5,EA,20181028
500000154,80,RO-1003,USD,721,630.875,90.125,10,EA,20181028
500000154,90,CC-1023,USD,1361,1190.875,170.125,9,EA,20181028
500000154,100,RC-1055,USD,1999,1749.125,249.875,10,EA,20181028
500000155,10,BX-1016,USD,319,279.125,39.875,9,EA,20181114
500000155,20,BX-1014,USD,799,699.125,99.875,4,EA,20181114
500000155,30,EB-1134,USD,4800,4200.0,600.0,10,EA,20181114
500000155,40,RC-1052,USD,3999,3499.125,499.875,4,EA,20181114
500000156,10,RC-1056,USD,2499,2186.625,312.375,10,EA,20181114
500000156,20,CB-1161,USD,399,349.125,49.875,2,EA,20181114
500000156,30,EB-1134,USD,4800,4200.0,600.0,1,EA,20181114
500000156,40,EB-1135,USD,3000,2625.0,375.0,9,EA,20181114
500000156,50,CC-1023,USD,1361,1190.875,170.125,4,EA,20181114
500000156,60,EB-1136,USD,5000,4375.0,625.0,8,EA,20181114
500000156,70,CC-1021,USD,1144,1001.0,143.0,5,EA,20181114
500000157,10,EB-1132,USD,1900,1662.5,237.5,7,EA,20181110
500000157,20,HB-1171,USD,699,611.625,87.375,6,EA,20181110
500000157,30,DB-1082,USD,1250,1093.75,156.25,10,EA,20181110
500000157,40,BX-1011,USD,249,217.875,31.125,10,EA,20181110
500000157,50,RC-1052,USD,3999,3499.125,499.875,5,EA,20181110
500000157,60,MB-1033,USD,3999,3499.125,499.875,8,EA,20181110
500000157,70,HB-1173,USD,649,567.875,81.125,9,EA,20181110
500000157,80,EB-1132,USD,1900,1662.5,237.5,5,EA,20181110
500000157,90,RO-1001,USD,525,459.375,65.625,8,EA,20181110
500000157,100,BX-1013,USD,449,392.875,56.125,3,EA,20181110
500000158,10,MB-1033,USD,3999,3499.125,499.875,7,EA,20181107
500000158,20,RC-1055,USD,1999,1749.125,249.875,4,EA,20181107
500000158,30,CC-1023,USD,1361,1190.875,170.125,3,EA,20181107
500000158,40,RC-1057,USD,4999,4374.125,624.875,8,EA,20181107
500000159,10,BX-1011,USD,249,217.875,31.125,7,EA,20181103
500000159,20,CC-1023,USD,1361,1190.875,170.125,8,EA,20181103
500000159,30,EB-1137,USD,7900,6912.5,987.5,5,EA,20181103
500000160,10,CB-1161,USD,399,349.125,49.875,1,EA,20181126
500000160,20,DB-1083,USD,1199,1049.125,149.875,6,EA,20181126
500000160,30,EB-1134,USD,4800,4200.0,600.0,9,EA,20181126
500000160,40,RO-1001,USD,525,459.375,65.625,7,EA,20181126
500000161,10,HB-1176,USD,1199,1049.125,149.875,5,EA,20181111
500000161,20,MB-1031,USD,649,567.875,81.125,6,EA,20181111
500000162,10,RC-1054,USD,5499,4811.625,687.375,2,EA,20181116
500000162,20,RC-1056,USD,2499,2186.625,312.375,7,EA,20181116
500000162,30,BX-1013,USD,449,392.875,56.125,2,EA,20181116
500000163,10,MB-1034,USD,2499,2186.625,312.375,8,EA,20181126
500000163,20,EB-1133,USD,2250,1968.75,281.25,3,EA,20181126
500000163,30,BX-1016,USD,319,279.125,39.875,6,EA,20181126
500000163,40,HB-1173,USD,649,567.875,81.125,3,EA,20181126
500000163,50,EB-1135,USD,3000,2625.0,375.0,5,EA,20181126
500000163,60,HB-1173,USD,649,567.875,81.125,6,EA,20181126
500000163,70,DB-1083,USD,1199,1049.125,149.875,8,EA,20181126
500000164,10,RC-1055,USD,1999,1749.125,249.875,7,EA,29991212
500000164,20,EB-1132,USD,1900,1662.5,237.5,9,EA,29991212
500000164,30,CC-1023,USD,1361,1190.875,170.125,1,EA,29991212
500000164,40,BX-1012,USD,399,349.125,49.875,2,EA,29991212
500000165,10,MB-1031,USD,649,567.875,81.125,3,EA,20181203
500000165,20,EB-1134,USD,4800,4200.0,600.0,9,EA,20181203
500000165,30,RC-1055,USD,1999,1749.125,249.875,6,EA,20181203
500000165,40,BX-1015,USD,299,261.625,37.375,2,EA,20181203
500000165,50,RC-1052,USD,3999,3499.125,499.875,3,EA,20181203
500000165,60,HB-1173,USD,649,567.875,81.125,4,EA,20181203
500000165,70,CB-1161,USD,399,349.125,49.875,1,EA,20181203
500000165,80,EB-1133,USD,2250,1968.75,281.25,7,EA,20181203
500000165,90,MB-1033,USD,3999,3499.125,499.875,6,EA,20181203
500000166,10,CC-1021,USD,1144,1001.0,143.0,2,EA,20181207
500000166,20,BX-1012,USD,399,349.125,49.875,1,EA,20181207
500000166,30,DB-1081,USD,1499,1311.625,187.375,8,EA,20181207
500000166,40,RC-1054,USD,5499,4811.625,687.375,10,EA,20181207
500000166,50,EB-1134,USD,4800,4200.0,600.0,1,EA,20181207
500000166,60,HB-1173,USD,649,567.875,81.125,4,EA,20181207
500000167,10,MB-1034,USD,2499,2186.625,312.375,8,EA,20181113
500000167,20,DB-1083,USD,1199,1049.125,149.875,3,EA,20181113
500000168,10,HB-1175,USD,899,786.625,112.375,8,EA,20181205
500000168,20,EB-1137,USD,7900,6912.5,987.5,7,EA,20181205
500000168,30,EB-1134,USD,4800,4200.0,600.0,8,EA,20181205
500000168,40,HB-1176,USD,1199,1049.125,149.875,9,EA,20181205
500000168,50,BX-1013,USD,449,392.875,56.125,2,EA,20181205
500000168,60,CC-1022,USD,1200,1050.0,150.0,8,EA,20181205
500000168,70,BX-1013,USD,449,392.875,56.125,9,EA,20181205
500000169,10,BX-1011,USD,249,217.875,31.125,5,EA,20181211
500000170,10,HB-1173,USD,649,567.875,81.125,3,EA,20181124
500000170,20,BX-1011,USD,249,217.875,31.125,1,EA,20181124
500000170,30,EB-1134,USD,4800,4200.0,600.0,5,EA,20181124
500000170,40,EB-1134,USD,4800,4200.0,600.0,7,EA,20181124
500000171,10,RC-1052,USD,3999,3499.125,499.875,10,EA,20181125
500000171,20,BX-1011,USD,249,217.875,31.125,2,EA,20181125
500000171,30,BX-1014,USD,799,699.125,99.875,3,EA,20181125
500000171,40,CB-1163,USD,288,252.0,36.0,7,EA,20181125
500000171,50,HB-1175,USD,899,786.625,112.375,2,EA,20181125
500000171,60,HB-1171,USD,699,611.625,87.375,4,EA,20181125
500000171,70,EB-1137,USD,7900,6912.5,987.5,8,EA,20181125
500000171,80,BX-1013,USD,449,392.875,56.125,8,EA,20181125
500000171,90,RC-1057,USD,4999,4374.125,624.875,7,EA,20181125
500000171,100,BX-1015,USD,299,261.625,37.375,9,EA,20181125
500000172,10,DB-1082,USD,1250,1093.75,156.25,8,EA,20181214
500000172,20,BX-1011,USD,249,217.875,31.125,7,EA,20181214
500000172,30,EB-1134,USD,4800,4200.0,600.0,9,EA,20181214
500000172,40,RC-1055,USD,1999,1749.125,249.875,7,EA,20181214
500000172,50,RC-1057,USD,4999,4374.125,624.875,8,EA,20181214
500000172,60,BX-1015,USD,299,261.625,37.375,7,EA,20181214
500000172,70,HB-1175,USD,899,786.625,112.375,1,EA,20181214
500000172,80,HB-1171,USD,699,611.625,87.375,10,EA,20181214
500000172,90,BX-1013,USD,449,392.875,56.125,4,EA,20181214
500000173,10,RC-1053,USD,4599,4024.125,574.875,1,EA,20181203
500000173,20,RC-1055,USD,1999,1749.125,249.875,6,EA,20181203
500000173,30,EB-1132,USD,1900,1662.5,237.5,2,EA,20181203
500000173,40,BX-1016,USD,319,279.125,39.875,7,EA,20181203
500000173,50,EB-1131,USD,1500,1312.5,187.5,2,EA,20181203
500000173,60,MB-1031,USD,649,567.875,81.125,5,EA,20181203
500000174,10,HB-1172,USD,799,699.125,99.875,1,EA,20181126
500000174,20,RO-1003,USD,721,630.875,90.125,5,EA,20181126
500000174,30,CB-1163,USD,288,252.0,36.0,4,EA,20181126
500000174,40,RC-1052,USD,3999,3499.125,499.875,9,EA,20181126
500000174,50,RO-1002,USD,689,602.875,86.125,3,EA,20181126
500000174,60,CB-1162,USD,400,350.0,50.0,2,EA,20181126
500000174,70,CC-1023,USD,1361,1190.875,170.125,9,EA,20181126
500000174,80,EB-1137,USD,7900,6912.5,987.5,8,EA,20181126
500000175,10,RC-1052,USD,3999,3499.125,499.875,4,EA,20181211
500000175,20,EB-1137,USD,7900,6912.5,987.5,1,EA,20181211
500000175,30,RC-1052,USD,3999,3499.125,499.875,6,EA,20181211
500000175,40,EB-1134,USD,4800,4200.0,600.0,3,EA,20181211
500000175,50,DB-1082,USD,1250,1093.75,156.25,10,EA,20181211
500000175,60,EB-1136,USD,5000,4375.0,625.0,6,EA,20181211
500000176,10,EB-1131,USD,1500,1312.5,187.5,3,EA,20181130
500000176,20,RC-1056,USD,2499,2186.625,312.375,2,EA,20181130
500000176,30,CB-1163,USD,288,252.0,36.0,1,EA,20181130
500000176,40,BX-1016,USD,319,279.125,39.875,1,EA,20181130
500000176,50,RC-1057,USD,4999,4374.125,624.875,3,EA,20181130
500000176,60,RC-1056,USD,2499,2186.625,312.375,7,EA,20181130
500000176,70,BX-1014,USD,799,699.125,99.875,4,EA,20181130
500000176,80,EB-1136,USD,5000,4375.0,625.0,1,EA,20181130
500000177,10,RC-1051,USD,2499,2186.625,312.375,5,EA,20181130
500000177,20,HB-1171,USD,699,611.625,87.375,6,EA,20181130
500000177,30,DB-1083,USD,1199,1049.125,149.875,5,EA,20181130
500000177,40,HB-1175,USD,899,786.625,112.375,8,EA,20181130
500000177,50,EB-1134,USD,4800,4200.0,600.0,3,EA,20181130
500000178,10,MB-1034,USD,2499,2186.625,312.375,10,EA,20181207
500000178,20,EB-1136,USD,5000,4375.0,625.0,10,EA,20181207
500000178,30,EB-1134,USD,4800,4200.0,600.0,10,EA,20181207
500000178,40,RC-1054,USD,5499,4811.625,687.375,7,EA,20181207
500000178,50,MB-1033,USD,3999,3499.125,499.875,1,EA,20181207
500000178,60,BX-1016,USD,319,279.125,39.875,5,EA,20181207
500000178,70,MB-1031,USD,649,567.875,81.125,10,EA,20181207
500000179,10,MB-1032,USD,1299,1136.625,162.375,6,EA,20181204
500000180,10,EB-1136,USD,5000,4375.0,625.0,3,EA,20181215
500000180,20,DB-1082,USD,1250,1093.75,156.25,7,EA,20181215
500000180,30,BX-1013,USD,449,392.875,56.125,3,EA,20181215
500000180,40,RO-1003,USD,721,630.875,90.125,7,EA,20181215
500000180,50,HB-1174,USD,379,331.625,47.375,7,EA,20181215
500000180,60,MB-1033,USD,3999,3499.125,499.875,7,EA,20181215
500000180,70,EB-1136,USD,5000,4375.0,625.0,8,EA,20181215
500000180,80,CB-1161,USD,399,349.125,49.875,10,EA,20181215
500000181,10,BX-1012,USD,399,349.125,49.875,2,EA,20181127
500000181,20,DB-1082,USD,1250,1093.75,156.25,1,EA,20181127
500000181,30,DB-1083,USD,1199,1049.125,149.875,7,EA,20181127
500000181,40,CC-1022,USD,1200,1050.0,150.0,7,EA,20181127
500000182,10,BX-1015,USD,299,261.625,37.375,4,EA,20181214
500000182,20,HB-1172,USD,799,699.125,99.875,3,EA,20181214
500000182,30,BX-1013,USD,449,392.875,56.125,10,EA,20181214
500000182,40,RC-1055,USD,1999,1749.125,249.875,1,EA,20181214
500000182,50,RC-1056,USD,2499,2186.625,312.375,5,EA,20181214
500000182,60,BX-1012,USD,399,349.125,49.875,5,EA,20181214
500000182,70,DB-1082,USD,1250,1093.75,156.25,3,EA,20181214
500000182,80,CB-1163,USD,288,252.0,36.0,6,EA,20181214
500000182,90,CC-1023,USD,1361,1190.875,170.125,5,EA,20181214
500000182,100,CB-1163,USD,288,252.0,36.0,4,EA,20181214
500000183,10,HB-1174,USD,379,331.625,47.375,3,EA,20181208
500000183,20,HB-1173,USD,649,567.875,81.125,9,EA,20181208
500000183,30,EB-1134,USD,4800,4200.0,600.0,7,EA,20181208
500000183,40,CB-1163,USD,288,252.0,36.0,5,EA,20181208
500000183,50,EB-1134,USD,4800,4200.0,600.0,8,EA,20181208
500000183,60,BX-1013,USD,449,392.875,56.125,1,EA,20181208
500000183,70,MB-1032,USD,1299,1136.625,162.375,1,EA,20181208
500000184,10,RC-1052,USD,3999,3499.125,499.875,5,EA,20181203
500000184,20,MB-1032,USD,1299,1136.625,162.375,7,EA,20181203
500000184,30,CC-1023,USD,1361,1190.875,170.125,10,EA,20181203
500000184,40,EB-1132,USD,1900,1662.5,237.5,7,EA,20181203
500000185,10,EB-1131,USD,1500,1312.5,187.5,1,EA,20181204
500000185,20,CB-1161,USD,399,349.125,49.875,6,EA,20181204
500000185,30,RC-1055,USD,1999,1749.125,249.875,3,EA,20181204
500000185,40,BX-1013,USD,449,392.875,56.125,1,EA,20181204
500000185,50,EB-1135,USD,3000,2625.0,375.0,1,EA,20181204
500000185,60,EB-1131,USD,1500,1312.5,187.5,7,EA,20181204
500000185,70,CB-1161,USD,399,349.125,49.875,9,EA,20181204
500000185,80,BX-1013,USD,449,392.875,56.125,8,EA,20181204
500000185,90,MB-1033,USD,3999,3499.125,499.875,10,EA,20181204
500000186,10,CB-1163,USD,288,252.0,36.0,6,EA,20181219
500000186,20,RC-1051,USD,2499,2186.625,312.375,7,EA,20181219
500000186,30,CC-1023,USD,1361,1190.875,170.125,9,EA,20181219
500000186,40,MB-1034,USD,2499,2186.625,312.375,6,EA,20181219
500000187,10,RO-1003,USD,721,630.875,90.125,6,EA,20190102
500000187,20,RO-1001,USD,525,459.375,65.625,5,EA,20190102
500000188,10,HB-1175,USD,899,786.625,112.375,1,EA,20181217
500000188,20,BX-1016,USD,319,279.125,39.875,3,EA,20181217
500000188,30,BX-1013,USD,449,392.875,56.125,3,EA,20181217
500000189,10,BX-1015,USD,299,261.625,37.375,9,EA,20181215
500000189,20,MB-1032,USD,1299,1136.625,162.375,1,EA,20181215
500000190,10,BX-1011,USD,249,217.875,31.125,3,EA,20181227
500000190,20,BX-1014,USD,799,699.125,99.875,10,EA,20181227
500000191,10,BX-1015,USD,299,261.625,37.375,9,EA,20181223
500000191,20,RO-1003,USD,721,630.875,90.125,2,EA,20181223
500000191,30,CB-1162,USD,400,350.0,50.0,9,EA,20181223
500000191,40,EB-1131,USD,1500,1312.5,187.5,8,EA,20181223
500000191,50,RO-1003,USD,721,630.875,90.125,2,EA,20181223
500000191,60,BX-1016,USD,319,279.125,39.875,5,EA,20181223
500000191,70,HB-1171,USD,699,611.625,87.375,7,EA,20181223
500000191,80,BX-1011,USD,249,217.875,31.125,2,EA,20181223
500000192,10,CC-1021,USD,1144,1001.0,143.0,7,EA,20190101
500000192,20,EB-1137,USD,7900,6912.5,987.5,10,EA,20190101
500000192,30,RC-1052,USD,3999,3499.125,499.875,5,EA,20190101
500000192,40,MB-1033,USD,3999,3499.125,499.875,8,EA,20190101
500000192,50,HB-1173,USD,649,567.875,81.125,2,EA,20190101
500000193,10,RC-1054,USD,5499,4811.625,687.375,4,EA,20190114
500000193,20,EB-1134,USD,4800,4200.0,600.0,4,EA,20190114
500000193,30,RC-1055,USD,1999,1749.125,249.875,10,EA,20190114
500000193,40,HB-1175,USD,899,786.625,112.375,5,EA,20190114
500000193,50,DB-1083,USD,1199,1049.125,149.875,3,EA,20190114
500000193,60,CB-1163,USD,288,252.0,36.0,5,EA,20190114
500000193,70,BX-1014,USD,799,699.125,99.875,5,EA,20190114
500000193,80,RC-1056,USD,2499,2186.625,312.375,3,EA,20190114
500000194,10,HB-1176,USD,1199,1049.125,149.875,7,EA,20190115
500000195,10,EB-1136,USD,5000,4375.0,625.0,3,EA,20181221
500000195,20,EB-1131,USD,1500,1312.5,187.5,8,EA,20181221
500000195,30,EB-1137,USD,7900,6912.5,987.5,3,EA,20181221
500000195,40,EB-1131,USD,1500,1312.5,187.5,7,EA,20181221
500000195,50,DB-1082,USD,1250,1093.75,156.25,4,EA,20181221
500000195,60,RO-1002,USD,689,602.875,86.125,4,EA,20181221
500000195,70,MB-1034,USD,2499,2186.625,312.375,1,EA,20181221
500000196,10,CB-1163,USD,288,252.0,36.0,1,EA,20181227
500000196,20,RC-1057,USD,4999,4374.125,624.875,8,EA,20181227
500000196,30,BX-1013,USD,449,392.875,56.125,9,EA,20181227
500000196,40,DB-1083,USD,1199,1049.125,149.875,1,EA,20181227
500000196,50,CB-1163,USD,288,252.0,36.0,8,EA,20181227
500000196,60,RC-1056,USD,2499,2186.625,312.375,4,EA,20181227
500000196,70,BX-1012,USD,399,349.125,49.875,9,EA,20181227
500000196,80,RO-1001,USD,525,459.375,65.625,10,EA,20181227
500000196,90,CC-1023,USD,1361,1190.875,170.125,7,EA,20181227
500000196,100,BX-1013,USD,449,392.875,56.125,7,EA,20181227
500000197,10,DB-1081,USD,1499,1311.625,187.375,4,EA,20190108
500000198,10,CB-1161,USD,399,349.125,49.875,4,EA,20181228
500000198,20,RC-1056,USD,2499,2186.625,312.375,8,EA,20181228
500000198,30,EB-1134,USD,4800,4200.0,600.0,8,EA,20181228
500000198,40,HB-1172,USD,799,699.125,99.875,6,EA,20181228
500000198,50,BX-1014,USD,799,699.125,99.875,1,EA,20181228
500000198,60,BX-1015,USD,299,261.625,37.375,4,EA,20181228
500000198,70,CC-1021,USD,1144,1001.0,143.0,2,EA,20181228
500000199,10,CC-1021,USD,1144,1001.0,143.0,3,EA,20181223
500000199,20,CC-1021,USD,1144,1001.0,143.0,9,EA,20181223
500000200,10,BX-1012,USD,399,349.125,49.875,5,EA,20190108
500000200,20,HB-1171,USD,699,611.625,87.375,8,EA,20190108
500000200,30,MB-1033,USD,3999,3499.125,499.875,7,EA,20190108
500000201,10,RC-1054,USD,5499,4811.625,687.375,4,EA,20190121
500000201,20,DB-1083,USD,1199,1049.125,149.875,4,EA,20190121
500000201,30,CB-1163,USD,288,252.0,36.0,7,EA,20190121
500000201,40,BX-1015,USD,299,261.625,37.375,9,EA,20190121
500000202,10,DB-1082,USD,1250,1093.75,156.25,5,EA,20190117
500000202,20,MB-1032,USD,1299,1136.625,162.375,5,EA,20190117
500000202,30,RC-1055,USD,1999,1749.125,249.875,4,EA,20190117
500000202,40,RC-1053,USD,4599,4024.125,574.875,8,EA,20190117
500000202,50,EB-1132,USD,1900,1662.5,237.5,9,EA,20190117
500000202,60,RO-1002,USD,689,602.875,86.125,2,EA,20190117
500000202,70,BX-1011,USD,249,217.875,31.125,6,EA,20190117
500000202,80,HB-1171,USD,699,611.625,87.375,4,EA,20190117
500000202,90,BX-1013,USD,449,392.875,56.125,4,EA,20190117
500000203,10,BX-1015,USD,299,261.625,37.375,6,EA,20190118
500000203,20,CB-1161,USD,399,349.125,49.875,5,EA,20190118
500000203,30,BX-1015,USD,299,261.625,37.375,6,EA,20190118
500000203,40,EB-1133,USD,2250,1968.75,281.25,10,EA,20190118
500000203,50,MB-1032,USD,1299,1136.625,162.375,5,EA,20190118
500000203,60,RC-1056,USD,2499,2186.625,312.375,5,EA,20190118
500000203,70,HB-1176,USD,1199,1049.125,149.875,9,EA,20190118
500000204,10,DB-1081,USD,1499,1311.625,187.375,3,EA,20181226
500000204,20,DB-1083,USD,1199,1049.125,149.875,10,EA,20181226
500000204,30,DB-1081,USD,1499,1311.625,187.375,7,EA,20181226
500000204,40,CB-1161,USD,399,349.125,49.875,10,EA,20181226
500000204,50,RC-1056,USD,2499,2186.625,312.375,3,EA,20181226
500000204,60,HB-1174,USD,379,331.625,47.375,8,EA,20181226
500000205,10,RC-1057,USD,4999,4374.125,624.875,5,EA,20190122
500000205,20,HB-1175,USD,899,786.625,112.375,6,EA,20190122
500000205,30,EB-1137,USD,7900,6912.5,987.5,5,EA,20190122
500000205,40,EB-1131,USD,1500,1312.5,187.5,8,EA,20190122
500000205,50,RC-1057,USD,4999,4374.125,624.875,8,EA,20190122
500000205,60,DB-1081,USD,1499,1311.625,187.375,2,EA,20190122
500000205,70,EB-1131,USD,1500,1312.5,187.5,2,EA,20190122
500000206,10,RC-1052,USD,3999,3499.125,499.875,5,EA,20190102
500000206,20,RO-1002,USD,689,602.875,86.125,9,EA,20190102
500000206,30,RC-1052,USD,3999,3499.125,499.875,7,EA,20190102
500000206,40,EB-1137,USD,7900,6912.5,987.5,10,EA,20190102
500000206,50,HB-1174,USD,379,331.625,47.375,3,EA,20190102
500000207,10,CC-1021,USD,1144,1001.0,143.0,3,EA,20190122
500000207,20,RC-1051,USD,2499,2186.625,312.375,4,EA,20190122
500000207,30,EB-1132,USD,1900,1662.5,237.5,7,EA,20190122
500000207,40,HB-1174,USD,379,331.625,47.375,10,EA,20190122
500000207,50,BX-1014,USD,799,699.125,99.875,9,EA,20190122
500000207,60,EB-1133,USD,2250,1968.75,281.25,9,EA,20190122
500000207,70,HB-1176,USD,1199,1049.125,149.875,4,EA,20190122
500000208,10,EB-1131,USD,1500,1312.5,187.5,3,EA,20190118
500000208,20,BX-1011,USD,249,217.875,31.125,2,EA,20190118
500000208,30,DB-1081,USD,1499,1311.625,187.375,10,EA,20190118
500000208,40,HB-1172,USD,799,699.125,99.875,7,EA,20190118
500000208,50,EB-1137,USD,7900,6912.5,987.5,6,EA,20190118
